#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2020-02-07, 13:45:52
# Real time (s): 535.027
# Live time (s): 300.000
#
# Total counts:  37448269
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  292
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
840	1690.300	3	0.01
841	1692.342	1	0.00333333
842	1694.385	3	0.01
843	1696.427	1	0.00333333
844	1698.469	1	0.00333333
845	1700.511	0	0
846	1702.553	3	0.01
847	1704.595	1	0.00333333
848	1706.638	0	0
849	1708.680	1	0.00333333
850	1710.722	0	0
851	1712.764	1	0.00333333
852	1714.806	2	0.00666667
853	1716.848	0	0
854	1718.891	1	0.00333333
855	1720.933	0	0
856	1722.975	2	0.00666667
857	1725.017	1	0.00333333
858	1727.059	1	0.00333333
859	1729.101	1	0.00333333
860	1731.144	1	0.00333333
861	1733.186	2	0.00666667
862	1735.228	0	0
863	1737.270	2	0.00666667
864	1739.312	4	0.0133333
865	1741.354	0	0
866	1743.397	0	0
867	1745.439	1	0.00333333
868	1747.481	1	0.00333333
869	1749.523	2	0.00666667
870	1751.565	3	0.01
871	1753.607	1	0.00333333
872	1755.650	0	0
873	1757.692	1	0.00333333
874	1759.734	1	0.00333333
875	1761.776	1	0.00333333
876	1763.818	2	0.00666667
877	1765.860	2	0.00666667
878	1767.903	1	0.00333333
879	1769.945	2	0.00666667
880	1771.987	1	0.00333333
881	1774.029	1	0.00333333
882	1776.071	0	0
883	1778.113	0	0
884	1780.156	3	0.01
885	1782.198	1	0.00333333
886	1784.240	1	0.00333333
887	1786.282	4	0.0133333
888	1788.324	0	0
889	1790.366	1	0.00333333
890	1792.409	3	0.01
891	1794.451	1	0.00333333
892	1796.493	1	0.00333333
893	1798.535	2	0.00666667
894	1800.577	2	0.00666667
895	1802.619	3	0.01
896	1804.662	1	0.00333333
897	1806.704	1	0.00333333
898	1808.746	0	0
899	1810.788	3	0.01
900	1812.830	4	0.0133333
901	1814.873	2	0.00666667
902	1816.915	0	0
903	1818.957	0	0
904	1820.999	1	0.00333333
905	1823.041	0	0
906	1825.083	4	0.0133333
907	1827.126	0	0
908	1829.168	3	0.01
909	1831.210	4	0.0133333
910	1833.252	3	0.01
911	1835.294	1	0.00333333
912	1837.336	6	0.02
913	1839.379	1	0.00333333
914	1841.421	2	0.00666667
915	1843.463	7	0.0233333
916	1845.505	3	0.01
917	1847.547	0	0
918	1849.589	1	0.00333333
919	1851.632	3	0.01
920	1853.674	3	0.01
921	1855.716	2	0.00666667
922	1857.758	3	0.01
923	1859.800	4	0.0133333
924	1861.842	2	0.00666667
