#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2020-02-07, 13:34:20
# Real time (s): 530.628
# Live time (s): 300.000
#
# Total counts:  36992665
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  1173
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
746	1498.337	3	0.01
747	1500.379	0	0
748	1502.421	2	0.00666667
749	1504.463	3	0.01
750	1506.505	3	0.01
751	1508.547	0	0
752	1510.590	4	0.0133333
753	1512.632	3	0.01
754	1514.674	3	0.01
755	1516.716	1	0.00333333
756	1518.758	2	0.00666667
757	1520.800	1	0.00333333
758	1522.843	1	0.00333333
759	1524.885	3	0.01
760	1526.927	4	0.0133333
761	1528.969	3	0.01
762	1531.011	2	0.00666667
763	1533.053	4	0.0133333
764	1535.096	3	0.01
765	1537.138	3	0.01
766	1539.180	2	0.00666667
767	1541.222	2	0.00666667
768	1543.264	3	0.01
769	1545.306	0	0
770	1547.349	2	0.00666667
771	1549.391	3	0.01
772	1551.433	3	0.01
773	1553.475	2	0.00666667
774	1555.517	1	0.00333333
775	1557.559	1	0.00333333
776	1559.602	1	0.00333333
777	1561.644	2	0.00666667
778	1563.686	0	0
779	1565.728	4	0.0133333
780	1567.770	1	0.00333333
781	1569.812	2	0.00666667
782	1571.855	4	0.0133333
783	1573.897	2	0.00666667
784	1575.939	3	0.01
785	1577.981	0	0
786	1580.023	0	0
787	1582.065	2	0.00666667
788	1584.108	1	0.00333333
789	1586.150	1	0.00333333
790	1588.192	1	0.00333333
791	1590.234	0	0
792	1592.276	2	0.00666667
793	1594.318	2	0.00666667
794	1596.361	4	0.0133333
795	1598.403	1	0.00333333
796	1600.445	1	0.00333333
797	1602.487	1	0.00333333
798	1604.529	0	0
799	1606.571	2	0.00666667
800	1608.614	2	0.00666667
801	1610.656	0	0
802	1612.698	1	0.00333333
803	1614.740	0	0
804	1616.782	1	0.00333333
805	1618.824	4	0.0133333
806	1620.867	4	0.0133333
807	1622.909	0	0
808	1624.951	1	0.00333333
809	1626.993	1	0.00333333
810	1629.035	0	0
811	1631.077	0	0
812	1633.120	1	0.00333333
813	1635.162	0	0
814	1637.204	1	0.00333333
815	1639.246	3	0.01
816	1641.288	0	0
817	1643.330	0	0
818	1645.373	5	0.0166667
819	1647.415	2	0.00666667
820	1649.457	0	0
821	1651.499	0	0
822	1653.541	2	0.00666667
823	1655.583	0	0
824	1657.626	0	0
825	1659.668	2	0.00666667
826	1661.710	0	0
827	1663.752	0	0
828	1665.794	0	0
829	1667.836	2	0.00666667
830	1669.879	1	0.00333333
831	1671.921	2	0.00666667
832	1673.963	3	0.01
833	1676.005	2	0.00666667
834	1678.047	2	0.00666667
835	1680.089	3	0.01
836	1682.132	2	0.00666667
837	1684.174	3	0.01
838	1686.216	2	0.00666667
839	1688.258	2	0.00666667
840	1690.300	0	0
841	1692.342	2	0.00666667
842	1694.385	1	0.00333333
843	1696.427	0	0
844	1698.469	0	0
845	1700.511	1	0.00333333
846	1702.553	1	0.00333333
847	1704.595	1	0.00333333
848	1706.638	0	0
849	1708.680	0	0
850	1710.722	1	0.00333333
851	1712.764	2	0.00666667
852	1714.806	1	0.00333333
853	1716.848	0	0
854	1718.891	0	0
855	1720.933	1	0.00333333
856	1722.975	6	0.02
857	1725.017	1	0.00333333
858	1727.059	1	0.00333333
859	1729.101	0	0
860	1731.144	0	0
861	1733.186	0	0
862	1735.228	2	0.00666667
863	1737.270	1	0.00333333
864	1739.312	0	0
865	1741.354	1	0.00333333
866	1743.397	3	0.01
867	1745.439	0	0
868	1747.481	0	0
869	1749.523	0	0
870	1751.565	3	0.01
871	1753.607	1	0.00333333
872	1755.650	0	0
873	1757.692	1	0.00333333
874	1759.734	4	0.0133333
875	1761.776	2	0.00666667
876	1763.818	2	0.00666667
877	1765.860	2	0.00666667
878	1767.903	1	0.00333333
879	1769.945	1	0.00333333
880	1771.987	0	0
881	1774.029	3	0.01
882	1776.071	0	0
883	1778.113	2	0.00666667
884	1780.156	1	0.00333333
885	1782.198	0	0
886	1784.240	0	0
887	1786.282	2	0.00666667
888	1788.324	2	0.00666667
889	1790.366	2	0.00666667
890	1792.409	5	0.0166667
891	1794.451	1	0.00333333
892	1796.493	1	0.00333333
893	1798.535	3	0.01
894	1800.577	1	0.00333333
895	1802.619	2	0.00666667
896	1804.662	2	0.00666667
897	1806.704	5	0.0166667
898	1808.746	1	0.00333333
899	1810.788	2	0.00666667
900	1812.830	0	0
901	1814.873	3	0.01
902	1816.915	1	0.00333333
903	1818.957	2	0.00666667
904	1820.999	1	0.00333333
905	1823.041	3	0.01
906	1825.083	1	0.00333333
907	1827.126	1	0.00333333
908	1829.168	1	0.00333333
909	1831.210	3	0.01
910	1833.252	2	0.00666667
911	1835.294	4	0.0133333
912	1837.336	3	0.01
913	1839.379	2	0.00666667
914	1841.421	2	0.00666667
915	1843.463	4	0.0133333
916	1845.505	5	0.0166667
917	1847.547	3	0.01
918	1849.589	0	0
919	1851.632	1	0.00333333
920	1853.674	4	0.0133333
921	1855.716	5	0.0166667
922	1857.758	2	0.00666667
