#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2020-02-07, 13:22:19
# Real time (s): 535.334
# Live time (s): 300.000
#
# Total counts:  37052941
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  34545
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
677	1357.427	365	1.21667
678	1359.469	430	1.43333
679	1361.511	373	1.24333
680	1363.554	339	1.13
681	1365.596	380	1.26667
682	1367.638	388	1.29333
683	1369.680	367	1.22333
684	1371.722	382	1.27333
685	1373.764	376	1.25333
686	1375.807	377	1.25667
687	1377.849	347	1.15667
688	1379.891	358	1.19333
689	1381.933	353	1.17667
690	1383.975	342	1.14
691	1386.017	339	1.13
692	1388.060	341	1.13667
693	1390.102	367	1.22333
694	1392.144	313	1.04333
695	1394.186	350	1.16667
696	1396.228	340	1.13333
697	1398.270	287	0.956667
698	1400.313	299	0.996667
699	1402.355	308	1.02667
700	1404.397	324	1.08
701	1406.439	346	1.15333
702	1408.481	305	1.01667
703	1410.523	309	1.03
704	1412.566	309	1.03
705	1414.608	287	0.956667
706	1416.650	289	0.963333
707	1418.692	305	1.01667
708	1420.734	312	1.04
709	1422.776	286	0.953333
710	1424.819	316	1.05333
711	1426.861	328	1.09333
712	1428.903	317	1.05667
713	1430.945	265	0.883333
714	1432.987	294	0.98
715	1435.029	285	0.95
716	1437.072	294	0.98
717	1439.114	308	1.02667
718	1441.156	293	0.976667
719	1443.198	268	0.893333
720	1445.240	267	0.89
721	1447.282	293	0.976667
722	1449.325	292	0.973333
723	1451.367	263	0.876667
724	1453.409	274	0.913333
725	1455.451	263	0.876667
726	1457.493	236	0.786667
727	1459.535	288	0.96
728	1461.578	283	0.943333
729	1463.620	264	0.88
730	1465.662	268	0.893333
731	1467.704	272	0.906667
732	1469.746	260	0.866667
733	1471.788	255	0.85
734	1473.831	237	0.79
735	1475.873	282	0.94
736	1477.915	249	0.83
737	1479.957	262	0.873333
738	1481.999	261	0.87
739	1484.041	256	0.853333
740	1486.084	251	0.836667
741	1488.126	237	0.79
742	1490.168	222	0.74
743	1492.210	273	0.91
744	1494.252	246	0.82
745	1496.294	273	0.91
746	1498.337	252	0.84
747	1500.379	288	0.96
748	1502.421	268	0.893333
749	1504.463	281	0.936667
750	1506.505	263	0.876667
751	1508.547	260	0.866667
752	1510.590	265	0.883333
753	1512.632	266	0.886667
754	1514.674	311	1.03667
755	1516.716	296	0.986667
756	1518.758	293	0.976667
757	1520.800	288	0.96
758	1522.843	318	1.06
759	1524.885	268	0.893333
760	1526.927	292	0.973333
761	1528.969	280	0.933333
762	1531.011	331	1.10333
763	1533.053	321	1.07
764	1535.096	339	1.13
765	1537.138	336	1.12
766	1539.180	387	1.29
767	1541.222	388	1.29333
768	1543.264	417	1.39
769	1545.306	449	1.49667
770	1547.349	444	1.48
771	1549.391	437	1.45667
772	1551.433	505	1.68333
773	1553.475	540	1.8
774	1555.517	559	1.86333
775	1557.559	599	1.99667
776	1559.602	651	2.17
777	1561.644	677	2.25667
778	1563.686	693	2.31
779	1565.728	769	2.56333
780	1567.770	744	2.48
781	1569.812	825	2.75
782	1571.855	921	3.07
783	1573.897	995	3.31667
784	1575.939	1026	3.42
785	1577.981	1089	3.63
786	1580.023	1144	3.81333
787	1582.065	1229	4.09667
788	1584.108	1204	4.01333
789	1586.150	1282	4.27333
790	1588.192	1313	4.37667
791	1590.234	1432	4.77333
792	1592.276	1445	4.81667
793	1594.318	1470	4.9
794	1596.361	1663	5.54333
795	1598.403	1637	5.45667
796	1600.445	1635	5.45
797	1602.487	1805	6.01667
798	1604.529	1784	5.94667
799	1606.571	1837	6.12333
800	1608.614	1776	5.92
801	1610.656	1901	6.33667
802	1612.698	1906	6.35333
803	1614.740	1822	6.07333
804	1616.782	1887	6.29
805	1618.824	1849	6.16333
806	1620.867	1872	6.24
807	1622.909	1894	6.31333
808	1624.951	1814	6.04667
809	1626.993	1893	6.31
810	1629.035	1768	5.89333
811	1631.077	1760	5.86667
812	1633.120	1794	5.98
813	1635.162	1695	5.65
814	1637.204	1685	5.61667
815	1639.246	1616	5.38667
816	1641.288	1612	5.37333
817	1643.330	1512	5.04
818	1645.373	1463	4.87667
819	1647.415	1315	4.38333
820	1649.457	1314	4.38
821	1651.499	1323	4.41
822	1653.541	1244	4.14667
823	1655.583	1191	3.97
824	1657.626	1049	3.49667
825	1659.668	1091	3.63667
826	1661.710	995	3.31667
827	1663.752	885	2.95
828	1665.794	800	2.66667
829	1667.836	850	2.83333
830	1669.879	742	2.47333
831	1671.921	691	2.30333
832	1673.963	739	2.46333
833	1676.005	645	2.15
834	1678.047	631	2.10333
835	1680.089	574	1.91333
836	1682.132	564	1.88
837	1684.174	559	1.86333
838	1686.216	501	1.67
839	1688.258	469	1.56333
840	1690.300	491	1.63667
841	1692.342	483	1.61
842	1694.385	401	1.33667
843	1696.427	401	1.33667
844	1698.469	389	1.29667
845	1700.511	403	1.34333
846	1702.553	370	1.23333
847	1704.595	353	1.17667
848	1706.638	328	1.09333
849	1708.680	326	1.08667
850	1710.722	333	1.11
851	1712.764	313	1.04333
852	1714.806	282	0.94
853	1716.848	303	1.01
854	1718.891	299	0.996667
855	1720.933	301	1.00333
856	1722.975	296	0.986667
857	1725.017	331	1.10333
858	1727.059	285	0.95
859	1729.101	316	1.05333
860	1731.144	299	0.996667
861	1733.186	283	0.943333
862	1735.228	251	0.836667
863	1737.270	288	0.96
864	1739.312	293	0.976667
865	1741.354	277	0.923333
866	1743.397	274	0.913333
867	1745.439	268	0.893333
868	1747.481	310	1.03333
869	1749.523	265	0.883333
870	1751.565	270	0.9
871	1753.607	267	0.89
872	1755.650	297	0.99
873	1757.692	283	0.943333
874	1759.734	309	1.03
875	1761.776	279	0.93
876	1763.818	291	0.97
877	1765.860	277	0.923333
878	1767.903	288	0.96
879	1769.945	263	0.876667
880	1771.987	246	0.82
881	1774.029	273	0.91
882	1776.071	283	0.943333
883	1778.113	284	0.946667
884	1780.156	264	0.88
885	1782.198	282	0.94
886	1784.240	276	0.92
887	1786.282	261	0.87
888	1788.324	256	0.853333
889	1790.366	241	0.803333
890	1792.409	296	0.986667
891	1794.451	281	0.936667
892	1796.493	304	1.01333
893	1798.535	281	0.936667
894	1800.577	268	0.893333
895	1802.619	277	0.923333
896	1804.662	288	0.96
897	1806.704	272	0.906667
898	1808.746	283	0.943333
899	1810.788	274	0.913333
900	1812.830	273	0.91
901	1814.873	306	1.02
902	1816.915	246	0.82
903	1818.957	303	1.01
904	1820.999	293	0.976667
905	1823.041	269	0.896667
906	1825.083	272	0.906667
907	1827.126	276	0.92
908	1829.168	266	0.886667
909	1831.210	288	0.96
910	1833.252	281	0.936667
911	1835.294	270	0.9
912	1837.336	334	1.11333
913	1839.379	273	0.91
914	1841.421	289	0.963333
915	1843.463	290	0.966667
916	1845.505	268	0.893333
